customer_id,customer_name,gender,age,city,signup_date
121,"Customer 121",Male,53,Bengaluru,2024-05-01
122,"Customer 122",Female,54,Chennai,2024-05-02
123,"Customer 123",Male,55,Mumbai,2024-05-03
124,"Customer 124",Female,56,Delhi,2024-05-04
125,"Customer 125",Male,57,Pune,2024-05-05
126,"Customer 126",Female,58,Kolkata,2024-05-06
127,"Customer 127",Male,59,Guntur,2024-05-07
128,"Customer 128",Female,60,Vijayawada,2024-05-08
129,"Customer 129",Male,18,Visakhapatnam,2024-05-09
130,"Customer 130",Female,19,Hyderabad,2024-05-10
131,"Customer 131",Male,20,Bengaluru,2024-05-11
132,"Customer 132",Female,21,Chennai,2024-05-12
133,"Customer 133",Male,22,Mumbai,2024-05-13
134,"Customer 134",Female,23,Delhi,2024-05-14
135,"Customer 135",Male,24,Pune,2024-05-15
136,"Customer 136",Female,25,Kolkata,2024-05-16
137,"Customer 137",Male,26,Guntur,2024-05-17
138,"Customer 138",Female,27,Vijayawada,2024-05-18
139,"Customer 139",Male,28,Visakhapatnam,2024-05-19
140,"Customer 140",Female,29,Hyderabad,2024-05-20
141,"Customer 141",Male,30,Bengaluru,2024-05-21
142,"Customer 142",Female,31,Chennai,2024-05-22
143,"Customer 143",Male,32,Mumbai,2024-05-23
144,"Customer 144",Female,33,Delhi,2024-05-24
145,"Customer 145",Male,34,Pune,2024-05-25
146,"Customer 146",Female,35,Kolkata,2024-05-26
147,"Customer 147",Male,36,Guntur,2024-05-27
148,"Customer 148",Female,37,Vijayawada,2024-05-28
149,"Customer 149",Male,38,Visakhapatnam,2024-05-29
150,"Customer 150",Female,39,Hyderabad,2024-05-30
151,"Customer 151",Male,40,Bengaluru,2024-05-31
152,"Customer 152",Female,41,Chennai,2024-06-01
153,"Customer 153",Male,42,Mumbai,2024-06-02
154,"Customer 154",Female,43,Delhi,2024-06-03
155,"Customer 155",Male,44,Pune,2024-06-04
156,"Customer 156",Female,45,Kolkata,2024-06-05
157,"Customer 157",Male,46,Guntur,2024-06-06
158,"Customer 158",Female,47,Vijayawada,2024-06-07
159,"Customer 159",Male,48,Visakhapatnam,2024-06-08
160,"Customer 160",Female,49,Hyderabad,2024-06-09
161,"Customer 161",Male,50,Bengaluru,2024-06-10
162,"Customer 162",Female,51,Chennai,2024-06-11
163,"Customer 163",Male,52,Mumbai,2024-06-12
164,"Customer 164",Female,53,Delhi,2024-06-13
165,"Customer 165",Male,54,Pune,2024-06-14
166,"Customer 166",Female,55,Kolkata,2024-06-15
167,"Customer 167",Male,56,Guntur,2024-06-16
168,"Customer 168",Female,57,Vijayawada,2024-06-17
169,"Customer 169",Male,58,Visakhapatnam,2024-06-18
170,"Customer 170",Female,59,Hyderabad,2024-06-19
171,"Customer 171",Male,60,Bengaluru,2024-06-20
172,"Customer 172",Female,18,Chennai,2024-06-21
173,"Customer 173",Male,19,Mumbai,2024-06-22
174,"Customer 174",Female,20,Delhi,2024-06-23
175,"Customer 175",Male,21,Pune,2024-06-24
176,"Customer 176",Female,22,Kolkata,2024-06-25
177,"Customer 177",Male,23,Guntur,2024-06-26
178,"Customer 178",Female,24,Vijayawada,2024-06-27
179,"Customer 179",Male,25,Visakhapatnam,2024-06-28
180,"Customer 180",Female,26,Hyderabad,2024-06-29
181,"Customer 181",Male,27,Bengaluru,2024-06-30
182,"Customer 182",Female,28,Chennai,2024-07-01
183,"Customer 183",Male,29,Mumbai,2024-07-02
184,"Customer 184",Female,30,Delhi,2024-07-03
185,"Customer 185",Male,31,Pune,2024-07-04
186,"Customer 186",Female,32,Kolkata,2024-07-05
187,"Customer 187",Male,33,Guntur,2024-07-06
188,"Customer 188",Female,34,Vijayawada,2024-07-07
189,"Customer 189",Male,35,Visakhapatnam,2024-07-08
190,"Customer 190",Female,36,Hyderabad,2024-07-09
191,"Customer 191",Male,37,Bengaluru,2024-07-10
192,"Customer 192",Female,38,Chennai,2024-07-11
193,"Customer 193",Male,39,Mumbai,2024-07-12
194,"Customer 194",Female,40,Delhi,2024-07-13
195,"Customer 195",Male,41,Pune,2024-07-14
196,"Customer 196",Female,42,Kolkata,2024-07-15
197,"Customer 197",Male,43,Guntur,2024-07-16
198,"Customer 198",Female,44,Vijayawada,2024-07-17
199,"Customer 199",Male,45,Visakhapatnam,2024-07-18
200,"Customer 200",Female,46,Hyderabad,2024-07-19
201,"Customer 201",Male,47,Bengaluru,2024-07-20
202,"Customer 202",Female,48,Chennai,2024-07-21
203,"Customer 203",Male,49,Mumbai,2024-07-22
204,"Customer 204",Female,50,Delhi,2024-07-23
205,"Customer 205",Male,51,Pune,2024-07-24
206,"Customer 206",Female,52,Kolkata,2024-07-25
207,"Customer 207",Male,53,Guntur,2024-07-26
208,"Customer 208",Female,54,Vijayawada,2024-07-27
209,"Customer 209",Male,55,Visakhapatnam,2024-07-28
210,"Customer 210",Female,56,Hyderabad,2024-07-29
211,"Customer 211",Male,57,Bengaluru,2024-07-30
212,"Customer 212",Female,58,Chennai,2024-07-31
213,"Customer 213",Male,59,Mumbai,2024-08-01
214,"Customer 214",Female,60,Delhi,2024-08-02
215,"Customer 215",Male,18,Pune,2024-08-03
216,"Customer 216",Female,19,Kolkata,2024-08-04
217,"Customer 217",Male,20,Guntur,2024-08-05
218,"Customer 218",Female,21,Vijayawada,2024-08-06
219,"Customer 219",Male,22,Visakhapatnam,2024-08-07
220,"Customer 220",Female,23,Hyderabad,2024-08-08
221,"Customer 221",Male,24,Bengaluru,2024-08-09
222,"Customer 222",Female,25,Chennai,2024-08-10
223,"Customer 223",Male,26,Mumbai,2024-08-11
224,"Customer 224",Female,27,Delhi,2024-08-12
225,"Customer 225",Male,28,Pune,2024-08-13
226,"Customer 226",Female,29,Kolkata,2024-08-14
227,"Customer 227",Male,30,Guntur,2024-08-15
228,"Customer 228",Female,31,Vijayawada,2024-08-16
229,"Customer 229",Male,32,Visakhapatnam,2024-08-17
230,"Customer 230",Female,33,Hyderabad,2024-08-18
231,"Customer 231",Male,34,Bengaluru,2024-08-19
232,"Customer 232",Female,35,Chennai,2024-08-20
233,"Customer 233",Male,36,Mumbai,2024-08-21
234,"Customer 234",Female,37,Delhi,2024-08-22
235,"Customer 235",Male,38,Pune,2024-08-23
236,"Customer 236",Female,39,Kolkata,2024-08-24
237,"Customer 237",Male,40,Guntur,2024-08-25
238,"Customer 238",Female,41,Vijayawada,2024-08-26
239,"Customer 239",Male,42,Visakhapatnam,2024-08-27
240,"Customer 240",Female,43,Hyderabad,2024-08-28
241,"Customer 241",Male,44,Bengaluru,2024-08-29
242,"Customer 242",Female,45,Chennai,2024-08-30
243,"Customer 243",Male,46,Mumbai,2024-08-31
244,"Customer 244",Female,47,Delhi,2024-09-01
245,"Customer 245",Male,48,Pune,2024-09-02
246,"Customer 246",Female,49,Kolkata,2024-09-03
247,"Customer 247",Male,50,Guntur,2024-09-04
248,"Customer 248",Female,51,Vijayawada,2024-09-05
249,"Customer 249",Male,52,Visakhapatnam,2024-09-06
250,"Customer 250",Female,53,Hyderabad,2024-09-07
251,"Customer 251",Male,54,Bengaluru,2024-09-08
252,"Customer 252",Female,55,Chennai,2024-09-09
253,"Customer 253",Male,56,Mumbai,2024-09-10
254,"Customer 254",Female,57,Delhi,2024-09-11
255,"Customer 255",Male,58,Pune,2024-09-12
256,"Customer 256",Female,59,Kolkata,2024-09-13
257,"Customer 257",Male,60,Guntur,2024-09-14
258,"Customer 258",Female,18,Vijayawada,2024-09-15
259,"Customer 259",Male,19,Visakhapatnam,2024-09-16
260,"Customer 260",Female,20,Hyderabad,2024-09-17
261,"Customer 261",Male,21,Bengaluru,2024-09-18
262,"Customer 262",Female,22,Chennai,2024-09-19
263,"Customer 263",Male,23,Mumbai,2024-09-20
264,"Customer 264",Female,24,Delhi,2024-09-21
265,"Customer 265",Male,25,Pune,2024-09-22
266,"Customer 266",Female,26,Kolkata,2024-09-23
267,"Customer 267",Male,27,Guntur,2024-09-24
268,"Customer 268",Female,28,Vijayawada,2024-09-25
269,"Customer 269",Male,29,Visakhapatnam,2024-09-26
270,"Customer 270",Female,30,Hyderabad,2024-09-27
271,"Customer 271",Male,31,Bengaluru,2024-09-28
272,"Customer 272",Female,32,Chennai,2024-09-29
273,"Customer 273",Male,33,Mumbai,2024-09-30
274,"Customer 274",Female,34,Delhi,2024-10-01
275,"Customer 275",Male,35,Pune,2024-10-02
276,"Customer 276",Female,36,Kolkata,2024-10-03
277,"Customer 277",Male,37,Guntur,2024-10-04
278,"Customer 278",Female,38,Vijayawada,2024-10-05
279,"Customer 279",Male,39,Visakhapatnam,2024-10-06
280,"Customer 280",Female,40,Hyderabad,2024-10-07
281,"Customer 281",Male,41,Bengaluru,2024-10-08
282,"Customer 282",Female,42,Chennai,2024-10-09
283,"Customer 283",Male,43,Mumbai,2024-10-10
284,"Customer 284",Female,44,Delhi,2024-10-11
285,"Customer 285",Male,45,Pune,2024-10-12
286,"Customer 286",Female,46,Kolkata,2024-10-13
287,"Customer 287",Male,47,Guntur,2024-10-14
288,"Customer 288",Female,48,Vijayawada,2024-10-15
289,"Customer 289",Male,49,Visakhapatnam,2024-10-16
290,"Customer 290",Female,50,Hyderabad,2024-10-17
291,"Customer 291",Male,51,Bengaluru,2024-10-18
292,"Customer 292",Female,52,Chennai,2024-10-19
293,"Customer 293",Male,53,Mumbai,2024-10-20
294,"Customer 294",Female,54,Delhi,2024-10-21
295,"Customer 295",Male,55,Pune,2024-10-22
296,"Customer 296",Female,56,Kolkata,2024-10-23
297,"Customer 297",Male,57,Guntur,2024-10-24
298,"Customer 298",Female,58,Vijayawada,2024-10-25
299,"Customer 299",Male,59,Visakhapatnam,2024-10-26
300,"Customer 300",Female,60,Hyderabad,2024-10-27
301,"Customer 301",Male,18,Bengaluru,2024-10-28
302,"Customer 302",Female,19,Chennai,2024-10-29
303,"Customer 303",Male,20,Mumbai,2024-10-30
304,"Customer 304",Female,21,Delhi,2024-10-31
305,"Customer 305",Male,22,Pune,2024-11-01
306,"Customer 306",Female,23,Kolkata,2024-11-02
307,"Customer 307",Male,24,Guntur,2024-11-03
308,"Customer 308",Female,25,Vijayawada,2024-11-04
309,"Customer 309",Male,26,Visakhapatnam,2024-11-05
310,"Customer 310",Female,27,Hyderabad,2024-11-06
311,"Customer 311",Male,28,Bengaluru,2024-11-07
312,"Customer 312",Female,29,Chennai,2024-11-08
313,"Customer 313",Male,30,Mumbai,2024-11-09
314,"Customer 314",Female,31,Delhi,2024-11-10
315,"Customer 315",Male,32,Pune,2024-11-11
316,"Customer 316",Female,33,Kolkata,2024-11-12
317,"Customer 317",Male,34,Guntur,2024-11-13
318,"Customer 318",Female,35,Vijayawada,2024-11-14
319,"Customer 319",Male,36,Visakhapatnam,2024-11-15
320,"Customer 320",Female,37,Hyderabad,2024-11-16
321,"Customer 321",Male,38,Bengaluru,2024-11-17
322,"Customer 322",Female,39,Chennai,2024-11-18
323,"Customer 323",Male,40,Mumbai,2024-11-19
324,"Customer 324",Female,41,Delhi,2024-11-20
325,"Customer 325",Male,42,Pune,2024-11-21
326,"Customer 326",Female,43,Kolkata,2024-11-22
327,"Customer 327",Male,44,Guntur,2024-11-23
328,"Customer 328",Female,45,Vijayawada,2024-11-24
329,"Customer 329",Male,46,Visakhapatnam,2024-11-25
330,"Customer 330",Female,47,Hyderabad,2024-11-26
331,"Customer 331",Male,48,Bengaluru,2024-11-27
332,"Customer 332",Female,49,Chennai,2024-11-28
333,"Customer 333",Male,50,Mumbai,2024-11-29
334,"Customer 334",Female,51,Delhi,2024-11-30
335,"Customer 335",Male,52,Pune,2024-12-01
336,"Customer 336",Female,53,Kolkata,2024-12-02
337,"Customer 337",Male,54,Guntur,2024-12-03
338,"Customer 338",Female,55,Vijayawada,2024-12-04
339,"Customer 339",Male,56,Visakhapatnam,2024-12-05
340,"Customer 340",Female,57,Hyderabad,2024-12-06
341,"Customer 341",Male,58,Bengaluru,2024-12-07
342,"Customer 342",Female,59,Chennai,2024-12-08
343,"Customer 343",Male,60,Mumbai,2024-12-09
344,"Customer 344",Female,18,Delhi,2024-12-10
345,"Customer 345",Male,19,Pune,2024-12-11
346,"Customer 346",Female,20,Kolkata,2024-12-12
347,"Customer 347",Male,21,Guntur,2024-12-13
348,"Customer 348",Female,22,Vijayawada,2024-12-14
349,"Customer 349",Male,23,Visakhapatnam,2024-12-15
350,"Customer 350",Female,24,Hyderabad,2024-12-16
351,"Customer 351",Male,25,Bengaluru,2024-12-17
352,"Customer 352",Female,26,Chennai,2024-12-18
353,"Customer 353",Male,27,Mumbai,2024-12-19
354,"Customer 354",Female,28,Delhi,2024-12-20
355,"Customer 355",Male,29,Pune,2024-12-21
356,"Customer 356",Female,30,Kolkata,2024-12-22
357,"Customer 357",Male,31,Guntur,2024-12-23
358,"Customer 358",Female,32,Vijayawada,2024-12-24
359,"Customer 359",Male,33,Visakhapatnam,2024-12-25
360,"Customer 360",Female,34,Hyderabad,2024-12-26
361,"Customer 361",Male,35,Bengaluru,2024-12-27
362,"Customer 362",Female,36,Chennai,2024-12-28
363,"Customer 363",Male,37,Mumbai,2024-12-29
364,"Customer 364",Female,38,Delhi,2024-12-30
365,"Customer 365",Male,39,Pune,2024-01-01
366,"Customer 366",Female,40,Kolkata,2024-01-02
367,"Customer 367",Male,41,Guntur,2024-01-03
368,"Customer 368",Female,42,Vijayawada,2024-01-04
369,"Customer 369",Male,43,Visakhapatnam,2024-01-05
370,"Customer 370",Female,44,Hyderabad,2024-01-06
371,"Customer 371",Male,45,Bengaluru,2024-01-07
372,"Customer 372",Female,46,Chennai,2024-01-08
373,"Customer 373",Male,47,Mumbai,2024-01-09
374,"Customer 374",Female,48,Delhi,2024-01-10
375,"Customer 375",Male,49,Pune,2024-01-11
376,"Customer 376",Female,50,Kolkata,2024-01-12
377,"Customer 377",Male,51,Guntur,2024-01-13
378,"Customer 378",Female,52,Vijayawada,2024-01-14
379,"Customer 379",Male,53,Visakhapatnam,2024-01-15
380,"Customer 380",Female,54,Hyderabad,2024-01-16
381,"Customer 381",Male,55,Bengaluru,2024-01-17
382,"Customer 382",Female,56,Chennai,2024-01-18
383,"Customer 383",Male,57,Mumbai,2024-01-19
384,"Customer 384",Female,58,Delhi,2024-01-20
385,"Customer 385",Male,59,Pune,2024-01-21
386,"Customer 386",Female,60,Kolkata,2024-01-22
387,"Customer 387",Male,18,Guntur,2024-01-23
388,"Customer 388",Female,19,Vijayawada,2024-01-24
389,"Customer 389",Male,20,Visakhapatnam,2024-01-25
390,"Customer 390",Female,21,Hyderabad,2024-01-26
391,"Customer 391",Male,22,Bengaluru,2024-01-27
392,"Customer 392",Female,23,Chennai,2024-01-28
393,"Customer 393",Male,24,Mumbai,2024-01-29
394,"Customer 394",Female,25,Delhi,2024-01-30
395,"Customer 395",Male,26,Pune,2024-01-31
396,"Customer 396",Female,27,Kolkata,2024-02-01
397,"Customer 397",Male,28,Guntur,2024-02-02
398,"Customer 398",Female,29,Vijayawada,2024-02-03
399,"Customer 399",Male,30,Visakhapatnam,2024-02-04
400,"Customer 400",Female,31,Hyderabad,2024-02-05
401,"Customer 401",Male,32,Bengaluru,2024-02-06
402,"Customer 402",Female,33,Chennai,2024-02-07
403,"Customer 403",Male,34,Mumbai,2024-02-08
404,"Customer 404",Female,35,Delhi,2024-02-09
405,"Customer 405",Male,36,Pune,2024-02-10
406,"Customer 406",Female,37,Kolkata,2024-02-11
407,"Customer 407",Male,38,Guntur,2024-02-12
408,"Customer 408",Female,39,Vijayawada,2024-02-13
409,"Customer 409",Male,40,Visakhapatnam,2024-02-14
410,"Customer 410",Female,41,Hyderabad,2024-02-15
411,"Customer 411",Male,42,Bengaluru,2024-02-16
412,"Customer 412",Female,43,Chennai,2024-02-17
413,"Customer 413",Male,44,Mumbai,2024-02-18
414,"Customer 414",Female,45,Delhi,2024-02-19
415,"Customer 415",Male,46,Pune,2024-02-20
416,"Customer 416",Female,47,Kolkata,2024-02-21
417,"Customer 417",Male,48,Guntur,2024-02-22
418,"Customer 418",Female,49,Vijayawada,2024-02-23
419,"Customer 419",Male,50,Visakhapatnam,2024-02-24
420,"Customer 420",Female,51,Hyderabad,2024-02-25
421,"Customer 421",Male,52,Bengaluru,2024-02-26
422,"Customer 422",Female,53,Chennai,2024-02-27
423,"Customer 423",Male,54,Mumbai,2024-02-28
424,"Customer 424",Female,55,Delhi,2024-02-29
425,"Customer 425",Male,56,Pune,2024-03-01
426,"Customer 426",Female,57,Kolkata,2024-03-02
427,"Customer 427",Male,58,Guntur,2024-03-03
428,"Customer 428",Female,59,Vijayawada,2024-03-04
429,"Customer 429",Male,60,Visakhapatnam,2024-03-05
430,"Customer 430",Female,18,Hyderabad,2024-03-06
431,"Customer 431",Male,19,Bengaluru,2024-03-07
432,"Customer 432",Female,20,Chennai,2024-03-08
433,"Customer 433",Male,21,Mumbai,2024-03-09
434,"Customer 434",Female,22,Delhi,2024-03-10
435,"Customer 435",Male,23,Pune,2024-03-11
436,"Customer 436",Female,24,Kolkata,2024-03-12
437,"Customer 437",Male,25,Guntur,2024-03-13
438,"Customer 438",Female,26,Vijayawada,2024-03-14
439,"Customer 439",Male,27,Visakhapatnam,2024-03-15
440,"Customer 440",Female,28,Hyderabad,2024-03-16
441,"Customer 441",Male,29,Bengaluru,2024-03-17
442,"Customer 442",Female,30,Chennai,2024-03-18
443,"Customer 443",Male,31,Mumbai,2024-03-19
444,"Customer 444",Female,32,Delhi,2024-03-20
445,"Customer 445",Male,33,Pune,2024-03-21
446,"Customer 446",Female,34,Kolkata,2024-03-22
447,"Customer 447",Male,35,Guntur,2024-03-23
448,"Customer 448",Female,36,Vijayawada,2024-03-24
449,"Customer 449",Male,37,Visakhapatnam,2024-03-25
450,"Customer 450",Female,38,Hyderabad,2024-03-26
451,"Customer 451",Male,39,Bengaluru,2024-03-27
452,"Customer 452",Female,40,Chennai,2024-03-28
453,"Customer 453",Male,41,Mumbai,2024-03-29
454,"Customer 454",Female,42,Delhi,2024-03-30
455,"Customer 455",Male,43,Pune,2024-03-31
456,"Customer 456",Female,44,Kolkata,2024-04-01
457,"Customer 457",Male,45,Guntur,2024-04-02
458,"Customer 458",Female,46,Vijayawada,2024-04-03
459,"Customer 459",Male,47,Visakhapatnam,2024-04-04
460,"Customer 460",Female,48,Hyderabad,2024-04-05
461,"Customer 461",Male,49,Bengaluru,2024-04-06
462,"Customer 462",Female,50,Chennai,2024-04-07
463,"Customer 463",Male,51,Mumbai,2024-04-08
464,"Customer 464",Female,52,Delhi,2024-04-09
465,"Customer 465",Male,53,Pune,2024-04-10
466,"Customer 466",Female,54,Kolkata,2024-04-11
467,"Customer 467",Male,55,Guntur,2024-04-12
468,"Customer 468",Female,56,Vijayawada,2024-04-13
469,"Customer 469",Male,57,Visakhapatnam,2024-04-14
470,"Customer 470",Female,58,Hyderabad,2024-04-15
471,"Customer 471",Male,59,Bengaluru,2024-04-16
472,"Customer 472",Female,60,Chennai,2024-04-17
473,"Customer 473",Male,18,Mumbai,2024-04-18
474,"Customer 474",Female,19,Delhi,2024-04-19
475,"Customer 475",Male,20,Pune,2024-04-20
476,"Customer 476",Female,21,Kolkata,2024-04-21
477,"Customer 477",Male,22,Guntur,2024-04-22
478,"Customer 478",Female,23,Vijayawada,2024-04-23
479,"Customer 479",Male,24,Visakhapatnam,2024-04-24
480,"Customer 480",Female,25,Hyderabad,2024-04-25
481,"Customer 481",Male,26,Bengaluru,2024-04-26
482,"Customer 482",Female,27,Chennai,2024-04-27
483,"Customer 483",Male,28,Mumbai,2024-04-28
484,"Customer 484",Female,29,Delhi,2024-04-29
485,"Customer 485",Male,30,Pune,2024-04-30
486,"Customer 486",Female,31,Kolkata,2024-05-01
487,"Customer 487",Male,32,Guntur,2024-05-02
488,"Customer 488",Female,33,Vijayawada,2024-05-03
489,"Customer 489",Male,34,Visakhapatnam,2024-05-04
490,"Customer 490",Female,35,Hyderabad,2024-05-05
491,"Customer 491",Male,36,Bengaluru,2024-05-06
492,"Customer 492",Female,37,Chennai,2024-05-07
493,"Customer 493",Male,38,Mumbai,2024-05-08
494,"Customer 494",Female,39,Delhi,2024-05-09
495,"Customer 495",Male,40,Pune,2024-05-10
496,"Customer 496",Female,41,Kolkata,2024-05-11
497,"Customer 497",Male,42,Guntur,2024-05-12
498,"Customer 498",Female,43,Vijayawada,2024-05-13
499,"Customer 499",Male,44,Visakhapatnam,2024-05-14
500,"Customer 500",Female,45,Hyderabad,2024-05-15
