transaction_id,customer_id,transaction_date,product,category,quantity,unit_price,total_amount,payment_method
1104,74,2025-05-11,Headphones,Electronics,3,2500.00,7500.00,Cash
1105,75,2025-05-25,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
1106,76,2025-06-08,Keyboard,Accessories,2,1800.00,3600.00,UPI
1107,77,2025-06-22,Mouse,Accessories,3,900.00,2700.00,Card
1108,78,2025-07-06,Smartwatch,Electronics,1,7000.00,7000.00,Cash
1109,79,2025-07-20,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
1110,80,2025-08-03,Laptop,Electronics,3,55000.00,165000.00,UPI
1111,81,2025-08-17,Smartphone,Electronics,1,30000.00,30000.00,Card
1112,82,2025-08-31,Headphones,Electronics,2,2500.00,5000.00,Cash
1113,83,2025-09-14,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
1114,84,2024-04-06,Keyboard,Accessories,1,1800.00,1800.00,UPI
1115,85,2024-04-20,Mouse,Accessories,2,900.00,1800.00,Card
1116,86,2024-05-04,Smartwatch,Electronics,3,7000.00,21000.00,Cash
1117,87,2024-05-18,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
1118,88,2024-06-01,Laptop,Electronics,2,55000.00,110000.00,UPI
1119,89,2024-06-15,Smartphone,Electronics,3,30000.00,90000.00,Card
1120,90,2024-06-29,Headphones,Electronics,1,2500.00,2500.00,Cash
1121,91,2024-07-13,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
1122,92,2024-07-27,Keyboard,Accessories,3,1800.00,5400.00,UPI
1123,93,2024-08-10,Mouse,Accessories,1,900.00,900.00,Card
1124,94,2024-08-24,Smartwatch,Electronics,2,7000.00,14000.00,Cash
1125,95,2024-09-07,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
1126,96,2024-09-21,Laptop,Electronics,1,55000.00,55000.00,UPI
1127,97,2024-10-05,Smartphone,Electronics,2,30000.00,60000.00,Card
1128,98,2024-10-19,Headphones,Electronics,3,2500.00,7500.00,Cash
1129,99,2024-11-02,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
1130,100,2024-11-16,Keyboard,Accessories,2,1800.00,3600.00,UPI
1131,101,2024-11-30,Mouse,Accessories,3,900.00,2700.00,Card
1132,102,2024-12-14,Smartwatch,Electronics,1,7000.00,7000.00,Cash
1133,103,2024-12-28,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
1134,104,2025-01-11,Laptop,Electronics,3,55000.00,165000.00,UPI
1135,105,2025-01-25,Smartphone,Electronics,1,30000.00,30000.00,Card
1136,106,2025-02-08,Headphones,Electronics,2,2500.00,5000.00,Cash
1137,107,2025-02-22,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
1138,108,2025-03-08,Keyboard,Accessories,1,1800.00,1800.00,UPI
1139,109,2025-03-22,Mouse,Accessories,2,900.00,1800.00,Card
1140,110,2025-04-05,Smartwatch,Electronics,3,7000.00,21000.00,Cash
1141,111,2025-04-19,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
1142,112,2025-05-03,Laptop,Electronics,2,55000.00,110000.00,UPI
1143,113,2025-05-17,Smartphone,Electronics,3,30000.00,90000.00,Card
1144,114,2025-05-31,Headphones,Electronics,1,2500.00,2500.00,Cash
1145,115,2025-06-14,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
1146,116,2025-06-28,Keyboard,Accessories,3,1800.00,5400.00,UPI
1147,117,2025-07-12,Mouse,Accessories,1,900.00,900.00,Card
1148,118,2025-07-26,Smartwatch,Electronics,2,7000.00,14000.00,Cash
1149,119,2025-08-09,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
1150,120,2025-08-23,Laptop,Electronics,1,55000.00,55000.00,UPI
1151,121,2025-09-06,Smartphone,Electronics,2,30000.00,60000.00,Card
1152,122,2025-09-20,Headphones,Electronics,3,2500.00,7500.00,Cash
1153,123,2025-10-04,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
1154,124,2025-10-18,Keyboard,Accessories,2,1800.00,3600.00,UPI
1155,125,2024-05-10,Mouse,Accessories,3,900.00,2700.00,Card
1156,126,2024-05-24,Smartwatch,Electronics,1,7000.00,7000.00,Cash
1157,127,2024-06-07,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
1158,128,2024-06-21,Laptop,Electronics,3,55000.00,165000.00,UPI
1159,129,2024-07-05,Smartphone,Electronics,1,30000.00,30000.00,Card
1160,130,2024-07-19,Headphones,Electronics,2,2500.00,5000.00,Cash
1161,131,2024-08-02,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
1162,132,2024-08-16,Keyboard,Accessories,1,1800.00,1800.00,UPI
1163,133,2024-08-30,Mouse,Accessories,2,900.00,1800.00,Card
1164,134,2024-09-13,Smartwatch,Electronics,3,7000.00,21000.00,Cash
1165,135,2024-09-27,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
1166,136,2024-10-11,Laptop,Electronics,2,55000.00,110000.00,UPI
1167,137,2024-10-25,Smartphone,Electronics,3,30000.00,90000.00,Card
1168,138,2024-11-08,Headphones,Electronics,1,2500.00,2500.00,Cash
1169,139,2024-11-22,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
1170,140,2024-12-06,Keyboard,Accessories,3,1800.00,5400.00,UPI
1171,141,2024-12-20,Mouse,Accessories,1,900.00,900.00,Card
1172,142,2025-01-03,Smartwatch,Electronics,2,7000.00,14000.00,Cash
1173,143,2025-01-17,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
1174,144,2025-01-31,Laptop,Electronics,1,55000.00,55000.00,UPI
1175,145,2025-02-14,Smartphone,Electronics,2,30000.00,60000.00,Card
1176,146,2025-02-28,Headphones,Electronics,3,2500.00,7500.00,Cash
1177,147,2025-03-14,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
1178,148,2025-03-28,Keyboard,Accessories,2,1800.00,3600.00,UPI
1179,149,2025-04-11,Mouse,Accessories,3,900.00,2700.00,Card
1180,150,2025-04-25,Smartwatch,Electronics,1,7000.00,7000.00,Cash
1181,151,2025-05-09,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
1182,152,2025-05-23,Laptop,Electronics,3,55000.00,165000.00,UPI
1183,153,2025-06-06,Smartphone,Electronics,1,30000.00,30000.00,Card
1184,154,2025-06-20,Headphones,Electronics,2,2500.00,5000.00,Cash
1185,155,2025-07-04,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
1186,156,2025-07-18,Keyboard,Accessories,1,1800.00,1800.00,UPI
1187,157,2025-08-01,Mouse,Accessories,2,900.00,1800.00,Card
1188,158,2025-08-15,Smartwatch,Electronics,3,7000.00,21000.00,Cash
1189,159,2025-08-29,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
1190,160,2025-09-12,Laptop,Electronics,2,55000.00,110000.00,UPI
1191,161,2025-09-26,Smartphone,Electronics,3,30000.00,90000.00,Card
1192,162,2025-10-10,Headphones,Electronics,1,2500.00,2500.00,Cash
1193,163,2025-10-24,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
1194,164,2025-11-07,Keyboard,Accessories,3,1800.00,5400.00,UPI
1195,165,2025-11-21,Mouse,Accessories,1,900.00,900.00,Card
1196,166,2025-12-05,Smartwatch,Electronics,2,7000.00,14000.00,Cash
1197,167,2024-06-27,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
1198,168,2024-07-11,Laptop,Electronics,1,55000.00,55000.00,UPI
1199,169,2024-07-25,Smartphone,Electronics,2,30000.00,60000.00,Card
1200,170,2024-08-08,Headphones,Electronics,3,2500.00,7500.00,Cash
1201,171,2024-08-22,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
1202,172,2024-09-05,Keyboard,Accessories,2,1800.00,3600.00,UPI
1203,173,2024-09-19,Mouse,Accessories,3,900.00,2700.00,Card
1204,174,2024-10-03,Smartwatch,Electronics,1,7000.00,7000.00,Cash
1205,175,2024-10-17,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
1206,176,2024-10-31,Laptop,Electronics,3,55000.00,165000.00,UPI
1207,177,2024-11-14,Smartphone,Electronics,1,30000.00,30000.00,Card
1208,178,2024-11-28,Headphones,Electronics,2,2500.00,5000.00,Cash
1209,179,2024-12-12,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
1210,180,2024-12-26,Keyboard,Accessories,1,1800.00,1800.00,UPI
1211,181,2025-01-09,Mouse,Accessories,2,900.00,1800.00,Card
1212,182,2025-01-23,Smartwatch,Electronics,3,7000.00,21000.00,Cash
1213,183,2025-02-06,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
1214,184,2025-02-20,Laptop,Electronics,2,55000.00,110000.00,UPI
1215,185,2025-03-06,Smartphone,Electronics,3,30000.00,90000.00,Card
1216,186,2025-03-20,Headphones,Electronics,1,2500.00,2500.00,Cash
1217,187,2025-04-03,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
1218,188,2025-04-17,Keyboard,Accessories,3,1800.00,5400.00,UPI
1219,189,2025-05-01,Mouse,Accessories,1,900.00,900.00,Card
1220,190,2025-05-15,Smartwatch,Electronics,2,7000.00,14000.00,Cash
1221,191,2025-05-29,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
1222,192,2025-06-12,Laptop,Electronics,1,55000.00,55000.00,UPI
1223,193,2025-06-26,Smartphone,Electronics,2,30000.00,60000.00,Card
1224,194,2025-07-10,Headphones,Electronics,3,2500.00,7500.00,Cash
1225,195,2025-07-24,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
1226,196,2025-08-07,Keyboard,Accessories,2,1800.00,3600.00,UPI
1227,197,2025-08-21,Mouse,Accessories,3,900.00,2700.00,Card
1228,198,2025-09-04,Smartwatch,Electronics,1,7000.00,7000.00,Cash
1229,199,2025-09-18,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
1230,200,2025-10-02,Laptop,Electronics,3,55000.00,165000.00,UPI
1231,201,2025-10-16,Smartphone,Electronics,1,30000.00,30000.00,Card
1232,202,2025-10-30,Headphones,Electronics,2,2500.00,5000.00,Cash
1233,203,2025-11-13,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
1234,204,2025-11-27,Keyboard,Accessories,1,1800.00,1800.00,UPI
1235,205,2025-12-11,Mouse,Accessories,2,900.00,1800.00,Card
1236,206,2025-12-25,Smartwatch,Electronics,3,7000.00,21000.00,Cash
1237,207,2026-01-08,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
1238,208,2024-07-31,Laptop,Electronics,2,55000.00,110000.00,UPI
1239,209,2024-08-14,Smartphone,Electronics,3,30000.00,90000.00,Card
1240,210,2024-08-28,Headphones,Electronics,1,2500.00,2500.00,Cash
1241,211,2024-09-11,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
1242,212,2024-09-25,Keyboard,Accessories,3,1800.00,5400.00,UPI
1243,213,2024-10-09,Mouse,Accessories,1,900.00,900.00,Card
1244,214,2024-10-23,Smartwatch,Electronics,2,7000.00,14000.00,Cash
1245,215,2024-11-06,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
1246,216,2024-11-20,Laptop,Electronics,1,55000.00,55000.00,UPI
1247,217,2024-12-04,Smartphone,Electronics,2,30000.00,60000.00,Card
1248,218,2024-12-18,Headphones,Electronics,3,2500.00,7500.00,Cash
1249,219,2025-01-01,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
1250,220,2025-01-15,Keyboard,Accessories,2,1800.00,3600.00,UPI
1251,221,2025-01-29,Mouse,Accessories,3,900.00,2700.00,Card
1252,222,2025-02-12,Smartwatch,Electronics,1,7000.00,7000.00,Cash
1253,223,2025-02-26,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
1254,224,2025-03-12,Laptop,Electronics,3,55000.00,165000.00,UPI
1255,225,2025-03-26,Smartphone,Electronics,1,30000.00,30000.00,Card
1256,226,2025-04-09,Headphones,Electronics,2,2500.00,5000.00,Cash
1257,227,2025-04-23,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
1258,228,2025-05-07,Keyboard,Accessories,1,1800.00,1800.00,UPI
1259,229,2025-05-21,Mouse,Accessories,2,900.00,1800.00,Card
1260,230,2025-06-04,Smartwatch,Electronics,3,7000.00,21000.00,Cash
1261,231,2025-06-18,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
1262,232,2025-07-02,Laptop,Electronics,2,55000.00,110000.00,UPI
1263,233,2025-07-16,Smartphone,Electronics,3,30000.00,90000.00,Card
1264,234,2025-07-30,Headphones,Electronics,1,2500.00,2500.00,Cash
1265,235,2025-08-13,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
1266,236,2025-08-27,Keyboard,Accessories,3,1800.00,5400.00,UPI
1267,237,2025-09-10,Mouse,Accessories,1,900.00,900.00,Card
1268,238,2025-09-24,Smartwatch,Electronics,2,7000.00,14000.00,Cash
1269,239,2025-10-08,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
1270,240,2025-10-22,Laptop,Electronics,1,55000.00,55000.00,UPI
1271,241,2025-11-05,Smartphone,Electronics,2,30000.00,60000.00,Card
1272,242,2025-11-19,Headphones,Electronics,3,2500.00,7500.00,Cash
1273,243,2025-12-03,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
1274,244,2025-12-17,Keyboard,Accessories,2,1800.00,3600.00,UPI
1275,245,2025-12-31,Mouse,Accessories,3,900.00,2700.00,Card
1276,246,2026-01-14,Smartwatch,Electronics,1,7000.00,7000.00,Cash
1277,247,2026-01-28,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
1278,248,2026-02-11,Laptop,Electronics,3,55000.00,165000.00,UPI
1279,249,2026-02-25,Smartphone,Electronics,1,30000.00,30000.00,Card
1280,250,2024-09-17,Headphones,Electronics,2,2500.00,5000.00,Cash
1281,251,2024-10-01,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
1282,252,2024-10-15,Keyboard,Accessories,1,1800.00,1800.00,UPI
1283,253,2024-10-29,Mouse,Accessories,2,900.00,1800.00,Card
1284,254,2024-11-12,Smartwatch,Electronics,3,7000.00,21000.00,Cash
1285,255,2024-11-26,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
1286,256,2024-12-10,Laptop,Electronics,2,55000.00,110000.00,UPI
1287,257,2024-12-24,Smartphone,Electronics,3,30000.00,90000.00,Card
1288,258,2025-01-07,Headphones,Electronics,1,2500.00,2500.00,Cash
1289,259,2025-01-21,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
1290,260,2025-02-04,Keyboard,Accessories,3,1800.00,5400.00,UPI
1291,261,2025-02-18,Mouse,Accessories,1,900.00,900.00,Card
1292,262,2025-03-04,Smartwatch,Electronics,2,7000.00,14000.00,Cash
1293,263,2025-03-18,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
1294,264,2025-04-01,Laptop,Electronics,1,55000.00,55000.00,UPI
1295,265,2025-04-15,Smartphone,Electronics,2,30000.00,60000.00,Card
1296,266,2025-04-29,Headphones,Electronics,3,2500.00,7500.00,Cash
1297,267,2025-05-13,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
1298,268,2025-05-27,Keyboard,Accessories,2,1800.00,3600.00,UPI
1299,269,2025-06-10,Mouse,Accessories,3,900.00,2700.00,Card
1300,270,2025-06-24,Smartwatch,Electronics,1,7000.00,7000.00,Cash
1301,271,2025-07-08,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
1302,272,2025-07-22,Laptop,Electronics,3,55000.00,165000.00,UPI
1303,273,2025-08-05,Smartphone,Electronics,1,30000.00,30000.00,Card
1304,274,2025-08-19,Headphones,Electronics,2,2500.00,5000.00,Cash
1305,275,2025-09-02,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
1306,276,2025-09-16,Keyboard,Accessories,1,1800.00,1800.00,UPI
1307,277,2025-09-30,Mouse,Accessories,2,900.00,1800.00,Card
1308,278,2025-10-14,Smartwatch,Electronics,3,7000.00,21000.00,Cash
1309,279,2025-10-28,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
1310,280,2025-11-11,Laptop,Electronics,2,55000.00,110000.00,UPI
1311,281,2025-11-25,Smartphone,Electronics,3,30000.00,90000.00,Card
1312,282,2025-12-09,Headphones,Electronics,1,2500.00,2500.00,Cash
1313,283,2025-12-23,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
1314,284,2026-01-06,Keyboard,Accessories,3,1800.00,5400.00,UPI
1315,285,2026-01-20,Mouse,Accessories,1,900.00,900.00,Card
1316,286,2026-02-03,Smartwatch,Electronics,2,7000.00,14000.00,Cash
1317,287,2026-02-17,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
1318,288,2026-03-03,Laptop,Electronics,1,55000.00,55000.00,UPI
1319,289,2026-03-17,Smartphone,Electronics,2,30000.00,60000.00,Card
1320,290,2026-03-31,Headphones,Electronics,3,2500.00,7500.00,Cash
1321,291,2024-10-21,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
1322,292,2024-11-04,Keyboard,Accessories,2,1800.00,3600.00,UPI
1323,293,2024-11-18,Mouse,Accessories,3,900.00,2700.00,Card
1324,294,2024-12-02,Smartwatch,Electronics,1,7000.00,7000.00,Cash
1325,295,2024-12-16,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
1326,296,2024-12-30,Laptop,Electronics,3,55000.00,165000.00,UPI
1327,297,2025-01-13,Smartphone,Electronics,1,30000.00,30000.00,Card
1328,298,2025-01-27,Headphones,Electronics,2,2500.00,5000.00,Cash
1329,299,2025-02-10,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
1330,300,2025-02-24,Keyboard,Accessories,1,1800.00,1800.00,UPI
1331,301,2025-03-10,Mouse,Accessories,2,900.00,1800.00,Card
1332,302,2025-03-24,Smartwatch,Electronics,3,7000.00,21000.00,Cash
1333,303,2025-04-07,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
1334,304,2025-04-21,Laptop,Electronics,2,55000.00,110000.00,UPI
1335,305,2025-05-05,Smartphone,Electronics,3,30000.00,90000.00,Card
1336,306,2025-05-19,Headphones,Electronics,1,2500.00,2500.00,Cash
1337,307,2025-06-02,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
1338,308,2025-06-16,Keyboard,Accessories,3,1800.00,5400.00,UPI
1339,309,2025-06-30,Mouse,Accessories,1,900.00,900.00,Card
1340,310,2025-07-14,Smartwatch,Electronics,2,7000.00,14000.00,Cash
1341,311,2025-07-28,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
1342,312,2025-08-11,Laptop,Electronics,1,55000.00,55000.00,UPI
1343,313,2025-08-25,Smartphone,Electronics,2,30000.00,60000.00,Card
1344,314,2025-09-08,Headphones,Electronics,3,2500.00,7500.00,Cash
1345,315,2025-09-22,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
1346,316,2025-10-06,Keyboard,Accessories,2,1800.00,3600.00,UPI
1347,317,2025-10-20,Mouse,Accessories,3,900.00,2700.00,Card
1348,318,2025-11-03,Smartwatch,Electronics,1,7000.00,7000.00,Cash
1349,319,2025-11-17,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
1350,320,2025-12-01,Laptop,Electronics,3,55000.00,165000.00,UPI
1351,321,2025-12-15,Smartphone,Electronics,1,30000.00,30000.00,Card
1352,322,2025-12-29,Headphones,Electronics,2,2500.00,5000.00,Cash
1353,323,2026-01-12,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
1354,324,2026-01-26,Keyboard,Accessories,1,1800.00,1800.00,UPI
1355,325,2026-02-09,Mouse,Accessories,2,900.00,1800.00,Card
1356,326,2026-02-23,Smartwatch,Electronics,3,7000.00,21000.00,Cash
1357,327,2026-03-09,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
